id,user_id,name,type,primary_color,pattern,material,formality_level,description,type_group
15,1,pantalones_sastre de tweed blanco,pantalones_sastre,blanco,punto,tweed,5,Una pantalones_sastre de tweed color blanco. Su tejido es británico. Presenta un diseño de punto que aporta personalidad.,bottom
16,1,loafers de cuero blanco,loafers,blanco,liso,cuero,2,Esta loafers de cuero blanco combina estilo y comodidad. Su tejido es elegante.,shoes
17,1,blazer de tweed azul,blazer,azul,punto,tweed,4,"Prenda de tweed en tono azul, perfecta para realzar tu look. Su tejido es texturizado. Presenta un diseño de punto que aporta personalidad.",top
18,1,pantalones_sastre de terciopelo marron,pantalones_sastre,marron,punto,terciopelo,4,Una pantalones_sastre de terciopelo color marron. Su tejido es elegante. Presenta un diseño de punto que aporta personalidad.,bottom
19,1,camisa de poliester azul_marino,camisa,azul_marino,punto,poliester,4,"Prenda de poliester en tono azul_marino, perfecta para realzar tu look. Su tejido es moderno. Presenta un diseño de punto que aporta personalidad.",top
20,1,blazer de lino blanco,blazer,blanco,rayas,lino,4,Esta blazer de lino blanco combina estilo y comodidad. Su tejido es ligero. Presenta un diseño de rayas que aporta personalidad.,top
21,1,pumps de terciopelo gris,pumps,gris,liso,terciopelo,5,Una pumps de terciopelo color gris. Su tejido es elegante.,shoes
22,1,camisa de lana beige,camisa,beige,punto,lana,4,Esta camisa de lana beige combina estilo y comodidad. Su tejido es cálido. Presenta un diseño de punto que aporta personalidad.,top
23,1,blazer de lino azul_marino,blazer,azul_marino,liso,lino,5,Esta blazer de lino azul_marino combina estilo y comodidad. Su tejido es ligero.,top
24,1,camisa de sintetico gris,camisa,gris,liso,sintetico,3,Una camisa de sintetico color gris. Su tejido es versátil.,top
25,1,blazer de cuero beige,blazer,beige,punto,cuero,4,Una blazer de cuero color beige. Su tejido es elegante. Presenta un diseño de punto que aporta personalidad.,top
26,1,camisa de seda azul_marino,camisa,azul_marino,rayas,seda,5,"Prenda de seda en tono azul_marino, perfecta para realzar tu look. Su tejido es fina. Presenta un diseño de rayas que aporta personalidad.",top
27,1,camisa de terciopelo azul_marino,camisa,azul_marino,punto,terciopelo,4,"Prenda de terciopelo en tono azul_marino, perfecta para realzar tu look. Su tejido es elegante. Presenta un diseño de punto que aporta personalidad.",top
28,1,camisa de terciopelo verde,camisa,verde,rayas,terciopelo,4,Esta camisa de terciopelo verde combina estilo y comodidad. Su tejido es suave al tacto. Presenta un diseño de rayas que aporta personalidad.,top
29,1,camisa de sintetico azul_marino,camisa,azul_marino,rayas,sintetico,3,Una camisa de sintetico color azul_marino. Su tejido es versátil. Presenta un diseño de rayas que aporta personalidad.,top
30,1,blazer de tweed azul_marino,blazer,azul_marino,liso,tweed,5,Esta blazer de tweed azul_marino combina estilo y comodidad. Su tejido es texturizado.,top
31,1,loafers de sintetico gris,loafers,gris,liso,sintetico,2,Esta loafers de sintetico gris combina estilo y comodidad. Su tejido es versátil.,shoes
32,2,falda_larga de lana mostaza,falda_larga,mostaza,etnico,lana,2,"Prenda de lana en tono mostaza, perfecta para realzar tu look. Su tejido es acogedor. Presenta un diseño de etnico que aporta personalidad.",bottom
33,2,pantalones_flare de seda verde,pantalones_flare,verde,floral,seda,1,"Prenda de seda en tono verde, perfecta para realzar tu look. Su tejido es brillante. Presenta un diseño de floral que aporta personalidad.",bottom
34,2,pantalones_flare de lino gris,pantalones_flare,gris,floral,lino,1,Una pantalones_flare de lino color gris. Su tejido es ligero. Presenta un diseño de floral que aporta personalidad.,bottom
35,2,falda_larga de poliester turquesa,falda_larga,turquesa,floral,poliester,3,Esta falda_larga de poliester turquesa combina estilo y comodidad. Su tejido es práctico. Presenta un diseño de floral que aporta personalidad.,bottom
36,2,falda_larga de seda verde,falda_larga,verde,lunares,seda,1,Esta falda_larga de seda verde combina estilo y comodidad. Su tejido es brillante. Presenta un diseño de lunares que aporta personalidad.,bottom
37,2,pantalones_flare de poliester verde,pantalones_flare,verde,etnico,poliester,5,Una pantalones_flare de poliester color verde. Su tejido es moderno. Presenta un diseño de etnico que aporta personalidad.,bottom
38,2,top_bordado de cuero verde,top_bordado,verde,floral,cuero,2,"Prenda de cuero en tono verde, perfecta para realzar tu look. Su tejido es resistente. Presenta un diseño de floral que aporta personalidad.",top
39,2,falda_larga de seda mostaza,falda_larga,mostaza,lunares,seda,3,Una falda_larga de seda color mostaza. Su tejido es brillante. Presenta un diseño de lunares que aporta personalidad.,bottom
40,2,botas_planas de cuero marron,botas_planas,marron,lunares,cuero,1,"Prenda de cuero en tono marron, perfecta para realzar tu look. Su tejido es elegante. Presenta un diseño de lunares que aporta personalidad.",shoes
41,2,top_bordado de cuero gris,top_bordado,gris,etnico,cuero,3,Esta top_bordado de cuero gris combina estilo y comodidad. Su tejido es resistente. Presenta un diseño de etnico que aporta personalidad.,top
42,2,top_bordado de seda terracota,top_bordado,terracota,lunares,seda,2,Una top_bordado de seda color terracota. Su tejido es fina. Presenta un diseño de lunares que aporta personalidad.,top
43,2,falda_larga de jean blanco,falda_larga,blanco,floral,jean,2,Esta falda_larga de jean blanco combina estilo y comodidad. Su tejido es casual. Presenta un diseño de floral que aporta personalidad.,bottom
44,2,top_bordado de seda ocre,top_bordado,ocre,lunares,seda,2,Una top_bordado de seda color ocre. Su tejido es fina. Presenta un diseño de lunares que aporta personalidad.,top
45,2,pantalones_flare de lana mostaza,pantalones_flare,mostaza,lunares,lana,2,"Prenda de lana en tono mostaza, perfecta para realzar tu look. Su tejido es acogedor. Presenta un diseño de lunares que aporta personalidad.",bottom
46,2,falda_larga de jean verde,falda_larga,verde,etnico,jean,2,Esta falda_larga de jean verde combina estilo y comodidad. Su tejido es resistente. Presenta un diseño de etnico que aporta personalidad.,bottom
47,2,top_bordado de cuero mostaza,top_bordado,mostaza,floral,cuero,2,"Prenda de cuero en tono mostaza, perfecta para realzar tu look. Su tejido es resistente. Presenta un diseño de floral que aporta personalidad.",top
48,2,botas_planas de seda rosa,botas_planas,rosa,etnico,seda,2,"Prenda de seda en tono rosa, perfecta para realzar tu look. Su tejido es brillante. Presenta un diseño de etnico que aporta personalidad.",shoes
49,2,botas_planas de lana mostaza,botas_planas,mostaza,etnico,lana,1,Esta botas_planas de lana mostaza combina estilo y comodidad. Su tejido es acogedor. Presenta un diseño de etnico que aporta personalidad.,shoes
50,2,falda_larga de lana mostaza,falda_larga,mostaza,floral,lana,2,"Prenda de lana en tono mostaza, perfecta para realzar tu look. Su tejido es cálido. Presenta un diseño de floral que aporta personalidad.",bottom
51,2,falda_larga de cuero verde,falda_larga,verde,floral,cuero,2,"Prenda de cuero en tono verde, perfecta para realzar tu look. Su tejido es resistente. Presenta un diseño de floral que aporta personalidad.",bottom
52,2,top_bordado de tweed beige,top_bordado,beige,etnico,tweed,2,Una top_bordado de tweed color beige. Su tejido es texturizado. Presenta un diseño de etnico que aporta personalidad.,top
53,2,pantalones_flare de lana marron,pantalones_flare,marron,floral,lana,2,Una pantalones_flare de lana color marron. Su tejido es acogedor. Presenta un diseño de floral que aporta personalidad.,bottom
54,2,pantalones_flare de tweed marron,pantalones_flare,marron,etnico,tweed,5,Esta pantalones_flare de tweed marron combina estilo y comodidad. Su tejido es británico. Presenta un diseño de etnico que aporta personalidad.,bottom
55,2,botas_planas de algodon verde,botas_planas,verde,etnico,algodon,3,Una botas_planas de algodon color verde. Su tejido es versátil. Presenta un diseño de etnico que aporta personalidad.,shoes
56,2,botas_planas de cuero mostaza,botas_planas,mostaza,floral,cuero,3,"Prenda de cuero en tono mostaza, perfecta para realzar tu look. Su tejido es resistente. Presenta un diseño de floral que aporta personalidad.",shoes
57,3,sandalias_cuadradas de lana blanco,sandalias_cuadradas,blanco,liso,lana,3,Esta sandalias_cuadradas de lana blanco combina estilo y comodidad. Su tejido es acogedor.,shoes
58,3,pantalones_sastre de lino azul_marino,pantalones_sastre,azul_marino,liso,lino,3,Una pantalones_sastre de lino color azul_marino. Su tejido es ligero.,bottom
59,3,blazer_negro de seda beige,blazer_negro,beige,liso,seda,5,Esta blazer_negro de seda beige combina estilo y comodidad. Su tejido es brillante.,top
60,3,top_liso de terciopelo beige,top_liso,beige,liso,terciopelo,3,Esta top_liso de terciopelo beige combina estilo y comodidad. Su tejido es suave al tacto.,top
61,3,top_liso de sintetico azul,top_liso,azul,liso,sintetico,3,Una top_liso de sintetico color azul. Su tejido es versátil.,top
62,3,blazer_negro de cuero blanco,blazer_negro,blanco,liso,cuero,5,"Prenda de cuero en tono blanco, perfecta para realzar tu look. Su tejido es resistente.",top
63,3,top_liso de jean gris,top_liso,gris,liso,jean,3,Una top_liso de jean color gris. Su tejido es casual.,top
64,3,blazer_negro de tweed ocre,blazer_negro,ocre,liso,tweed,5,Una blazer_negro de tweed color ocre. Su tejido es texturizado.,top
65,3,top_liso de terciopelo beige,top_liso,beige,liso,terciopelo,2,"Prenda de terciopelo en tono beige, perfecta para realzar tu look. Su tejido es suave al tacto.",top
66,3,blazer_negro de terciopelo negro,blazer_negro,negro,liso,terciopelo,5,Esta blazer_negro de terciopelo negro combina estilo y comodidad. Su tejido es elegante.,top
67,3,blazer_negro de sintetico gris,blazer_negro,gris,liso,sintetico,4,"Prenda de sintetico en tono gris, perfecta para realzar tu look. Su tejido es versátil.",top
68,3,top_liso de algodon gris,top_liso,gris,liso,algodon,3,"Prenda de algodon en tono gris, perfecta para realzar tu look. Su tejido es versátil.",top
69,3,pantalones_sastre de algodon negro,pantalones_sastre,negro,liso,algodon,5,"Prenda de algodon en tono negro, perfecta para realzar tu look. Su tejido es suave.",bottom
70,3,pantalones_sastre de lino gris,pantalones_sastre,gris,liso,lino,5,Esta pantalones_sastre de lino gris combina estilo y comodidad. Su tejido es ligero.,bottom
71,3,top_liso de tweed gris,top_liso,gris,liso,tweed,2,Esta top_liso de tweed gris combina estilo y comodidad. Su tejido es británico.,top
72,3,pantalones_sastre de terciopelo gris,pantalones_sastre,gris,liso,terciopelo,4,Esta pantalones_sastre de terciopelo gris combina estilo y comodidad. Su tejido es suave al tacto.,bottom
73,3,pantalones_sastre de poliester negro,pantalones_sastre,negro,liso,poliester,4,"Prenda de poliester en tono negro, perfecta para realzar tu look. Su tejido es práctico.",bottom
74,3,sandalias_cuadradas de poliester gris,sandalias_cuadradas,gris,liso,poliester,4,Una sandalias_cuadradas de poliester color gris. Su tejido es moderno.,shoes
75,3,sandalias_cuadradas de seda marron,sandalias_cuadradas,marron,liso,seda,3,"Prenda de seda en tono marron, perfecta para realzar tu look. Su tejido es brillante.",shoes
76,3,sandalias_cuadradas de jean gris,sandalias_cuadradas,gris,liso,jean,3,Una sandalias_cuadradas de jean color gris. Su tejido es resistente.,shoes
77,3,pantalones_sastre de seda azul_marino,pantalones_sastre,azul_marino,liso,seda,4,Una pantalones_sastre de seda color azul_marino. Su tejido es fina.,bottom
78,3,top_liso de seda beige,top_liso,beige,liso,seda,2,"Prenda de seda en tono beige, perfecta para realzar tu look. Su tejido es fina.",top
79,3,blazer_negro de terciopelo blanco,blazer_negro,blanco,liso,terciopelo,5,Una blazer_negro de terciopelo color blanco. Su tejido es suave al tacto.,top
80,3,pantalones_sastre de seda blanco,pantalones_sastre,blanco,liso,seda,4,Una pantalones_sastre de seda color blanco. Su tejido es brillante.,bottom
81,3,top_liso de poliester blanco,top_liso,blanco,liso,poliester,2,Esta top_liso de poliester blanco combina estilo y comodidad. Su tejido es moderno.,top
82,3,pantalones_sastre de jean marron,pantalones_sastre,marron,liso,jean,5,"Prenda de jean en tono marron, perfecta para realzar tu look. Su tejido es casual.",bottom
83,3,blazer_negro de jean gris,blazer_negro,gris,liso,jean,4,"Prenda de jean en tono gris, perfecta para realzar tu look. Su tejido es casual.",top
84,3,sandalias_cuadradas de jean blanco,sandalias_cuadradas,blanco,liso,jean,3,Una sandalias_cuadradas de jean color blanco. Su tejido es casual.,shoes
85,3,blazer_negro de poliester gris,blazer_negro,gris,liso,poliester,4,Esta blazer_negro de poliester gris combina estilo y comodidad. Su tejido es moderno.,top
86,3,top_liso de poliester marron,top_liso,marron,liso,poliester,2,Una top_liso de poliester color marron. Su tejido es moderno.,top
87,4,blazer_negro de jean gris,blazer_negro,gris,liso,jean,5,Esta blazer_negro de jean gris combina estilo y comodidad. Su tejido es resistente.,top
88,4,sandalias_cuadradas de tweed beige,sandalias_cuadradas,beige,liso,tweed,3,"Prenda de tweed en tono beige, perfecta para realzar tu look. Su tejido es texturizado.",shoes
89,4,pantalones_sastre de lana beige,pantalones_sastre,beige,liso,lana,3,"Prenda de lana en tono beige, perfecta para realzar tu look. Su tejido es cálido.",bottom
90,4,top_liso de lana ocre,top_liso,ocre,liso,lana,2,"Prenda de lana en tono ocre, perfecta para realzar tu look. Su tejido es cálido.",top
91,4,sandalias_cuadradas de seda blanco,sandalias_cuadradas,blanco,liso,seda,4,"Prenda de seda en tono blanco, perfecta para realzar tu look. Su tejido es fina.",shoes
92,4,sandalias_cuadradas de terciopelo azul,sandalias_cuadradas,azul,liso,terciopelo,2,Una sandalias_cuadradas de terciopelo color azul. Su tejido es suave al tacto.,shoes
93,4,sandalias_cuadradas de seda blanco,sandalias_cuadradas,blanco,liso,seda,2,Una sandalias_cuadradas de seda color blanco. Su tejido es brillante.,shoes
94,4,sandalias_cuadradas de seda beige,sandalias_cuadradas,beige,liso,seda,3,Esta sandalias_cuadradas de seda beige combina estilo y comodidad. Su tejido es brillante.,shoes
95,4,top_liso de tweed ocre,top_liso,ocre,liso,tweed,2,Una top_liso de tweed color ocre. Su tejido es texturizado.,top
96,4,top_liso de tweed beige,top_liso,beige,liso,tweed,2,Esta top_liso de tweed beige combina estilo y comodidad. Su tejido es texturizado.,top
97,4,pantalones_sastre de sintetico marron,pantalones_sastre,marron,liso,sintetico,4,"Prenda de sintetico en tono marron, perfecta para realzar tu look. Su tejido es económico.",bottom
98,4,pantalones_sastre de terciopelo blanco,pantalones_sastre,blanco,liso,terciopelo,3,"Prenda de terciopelo en tono blanco, perfecta para realzar tu look. Su tejido es suave al tacto.",bottom
99,4,pantalones_sastre de jean rojo,pantalones_sastre,rojo,liso,jean,5,"Prenda de jean en tono rojo, perfecta para realzar tu look. Su tejido es casual.",bottom
100,4,pantalones_sastre de sintetico verde,pantalones_sastre,verde,liso,sintetico,4,Esta pantalones_sastre de sintetico verde combina estilo y comodidad. Su tejido es versátil.,bottom
101,4,top_liso de cuero beige,top_liso,beige,liso,cuero,2,"Prenda de cuero en tono beige, perfecta para realzar tu look. Su tejido es resistente.",top
102,4,blazer_negro de lino verde,blazer_negro,verde,liso,lino,5,Una blazer_negro de lino color verde. Su tejido es ligero.,top
103,4,pantalones_sastre de sintetico beige,pantalones_sastre,beige,liso,sintetico,3,Una pantalones_sastre de sintetico color beige. Su tejido es versátil.,bottom
104,4,pantalones_sastre de tweed beige,pantalones_sastre,beige,liso,tweed,3,"Prenda de tweed en tono beige, perfecta para realzar tu look. Su tejido es texturizado.",bottom
105,4,top_liso de terciopelo blanco,top_liso,blanco,liso,terciopelo,3,"Prenda de terciopelo en tono blanco, perfecta para realzar tu look. Su tejido es suave al tacto.",top
106,4,sandalias_cuadradas de lino gris,sandalias_cuadradas,gris,liso,lino,3,Una sandalias_cuadradas de lino color gris. Su tejido es fresco.,shoes
107,4,sandalias_cuadradas de poliester beige,sandalias_cuadradas,beige,liso,poliester,3,Esta sandalias_cuadradas de poliester beige combina estilo y comodidad. Su tejido es moderno.,shoes
108,4,blazer_negro de seda gris,blazer_negro,gris,liso,seda,5,Una blazer_negro de seda color gris. Su tejido es brillante.,top
109,4,blazer_negro de jean gris,blazer_negro,gris,liso,jean,5,Una blazer_negro de jean color gris. Su tejido es casual.,top
110,4,sandalias_cuadradas de terciopelo negro,sandalias_cuadradas,negro,liso,terciopelo,3,Una sandalias_cuadradas de terciopelo color negro. Su tejido es elegante.,shoes
111,4,blazer_negro de jean beige,blazer_negro,beige,liso,jean,5,Una blazer_negro de jean color beige. Su tejido es casual.,top
112,4,pantalones_sastre de algodon blanco,pantalones_sastre,blanco,liso,algodon,3,Una pantalones_sastre de algodon color blanco. Su tejido es versátil.,bottom
113,4,pantalones_sastre de cuero ocre,pantalones_sastre,ocre,liso,cuero,3,Una pantalones_sastre de cuero color ocre. Su tejido es resistente.,bottom
114,4,sandalias_cuadradas de tweed ocre,sandalias_cuadradas,ocre,liso,tweed,2,Esta sandalias_cuadradas de tweed ocre combina estilo y comodidad. Su tejido es texturizado.,shoes
115,4,sandalias_cuadradas de lino blanco,sandalias_cuadradas,blanco,liso,lino,2,"Prenda de lino en tono blanco, perfecta para realzar tu look. Su tejido es ligero.",shoes
116,4,blazer_negro de seda blanco,blazer_negro,blanco,liso,seda,5,"Prenda de seda en tono blanco, perfecta para realzar tu look. Su tejido es fina.",top
117,4,pantalones_sastre de tweed azul_marino,pantalones_sastre,azul_marino,liso,tweed,3,Esta pantalones_sastre de tweed azul_marino combina estilo y comodidad. Su tejido es texturizado.,bottom
118,4,top_liso de terciopelo beige,top_liso,beige,liso,terciopelo,1,Una top_liso de terciopelo color beige. Su tejido es suave al tacto.,top
119,4,pantalones_sastre de tweed marron,pantalones_sastre,marron,liso,tweed,5,"Prenda de tweed en tono marron, perfecta para realzar tu look. Su tejido es texturizado.",bottom
120,4,pantalones_sastre de lana negro,pantalones_sastre,negro,liso,lana,3,Esta pantalones_sastre de lana negro combina estilo y comodidad. Su tejido es cálido.,bottom
121,4,pantalones_sastre de lana gris,pantalones_sastre,gris,liso,lana,5,"Prenda de lana en tono gris, perfecta para realzar tu look. Su tejido es acogedor.",bottom
122,5,croptop de terciopelo negro,croptop,negro,geometrico,terciopelo,1,Esta croptop de terciopelo negro combina estilo y comodidad. Su tejido es elegante. Presenta un diseño de geometrico que aporta personalidad.,top
123,5,croptop de sintetico ocre,croptop,ocre,letras,sintetico,2,Una croptop de sintetico color ocre. Su tejido es versátil. Presenta un diseño de letras que aporta personalidad.,top
124,5,croptop de poliester gris,croptop,gris,liso,poliester,1,Una croptop de poliester color gris. Su tejido es moderno.,top
125,5,jeans_rectos de seda blanco,jeans_rectos,blanco,letras,seda,2,Esta jeans_rectos de seda blanco combina estilo y comodidad. Su tejido es brillante. Presenta un diseño de letras que aporta personalidad.,bottom
126,5,croptop de tweed gris,croptop,gris,geometrico,tweed,1,"Prenda de tweed en tono gris, perfecta para realzar tu look. Su tejido es británico. Presenta un diseño de geometrico que aporta personalidad.",top
127,5,croptop de terciopelo beige,croptop,beige,geometrico,terciopelo,1,Esta croptop de terciopelo beige combina estilo y comodidad. Su tejido es elegante. Presenta un diseño de geometrico que aporta personalidad.,top
128,5,croptop de tweed rojo,croptop,rojo,geometrico,tweed,2,Una croptop de tweed color rojo. Su tejido es texturizado. Presenta un diseño de geometrico que aporta personalidad.,top
129,5,sneakers_chunky de jean beige,sneakers_chunky,beige,letras,jean,1,Una sneakers_chunky de jean color beige. Su tejido es resistente. Presenta un diseño de letras que aporta personalidad.,shoes
130,5,sneakers_chunky de cuero beige,sneakers_chunky,beige,liso,cuero,2,Esta sneakers_chunky de cuero beige combina estilo y comodidad. Su tejido es elegante.,shoes
131,5,sneakers_chunky de sintetico rosa,sneakers_chunky,rosa,liso,sintetico,1,Esta sneakers_chunky de sintetico rosa combina estilo y comodidad. Su tejido es versátil.,shoes
132,5,bomber de terciopelo rojo,bomber,rojo,geometrico,terciopelo,4,Una bomber de terciopelo color rojo. Su tejido es elegante. Presenta un diseño de geometrico que aporta personalidad.,top
133,5,bomber de cuero rojo,bomber,rojo,letras,cuero,5,Esta bomber de cuero rojo combina estilo y comodidad. Su tejido es resistente. Presenta un diseño de letras que aporta personalidad.,top
134,5,jeans_rectos de cuero beige,jeans_rectos,beige,letras,cuero,3,Una jeans_rectos de cuero color beige. Su tejido es elegante. Presenta un diseño de letras que aporta personalidad.,bottom
135,5,jeans_rectos de seda rojo,jeans_rectos,rojo,liso,seda,1,Esta jeans_rectos de seda rojo combina estilo y comodidad. Su tejido es fina.,bottom
136,5,sneakers_chunky de sintetico violeta,sneakers_chunky,violeta,liso,sintetico,1,Esta sneakers_chunky de sintetico violeta combina estilo y comodidad. Su tejido es económico.,shoes
137,5,sneakers_chunky de sintetico rojo,sneakers_chunky,rojo,geometrico,sintetico,2,"Prenda de sintetico en tono rojo, perfecta para realzar tu look. Su tejido es económico. Presenta un diseño de geometrico que aporta personalidad.",shoes
138,5,bomber de cuero negro,bomber,negro,geometrico,cuero,4,Una bomber de cuero color negro. Su tejido es elegante. Presenta un diseño de geometrico que aporta personalidad.,top
139,5,sneakers_chunky de tweed rosa,sneakers_chunky,rosa,liso,tweed,2,"Prenda de tweed en tono rosa, perfecta para realzar tu look. Su tejido es texturizado.",shoes
140,5,sneakers_chunky de tweed rojo,sneakers_chunky,rojo,geometrico,tweed,2,Una sneakers_chunky de tweed color rojo. Su tejido es británico. Presenta un diseño de geometrico que aporta personalidad.,shoes
141,5,croptop de lana beige,croptop,beige,liso,lana,1,"Prenda de lana en tono beige, perfecta para realzar tu look. Su tejido es cálido.",top
142,5,bomber de seda rojo,bomber,rojo,geometrico,seda,3,Esta bomber de seda rojo combina estilo y comodidad. Su tejido es brillante. Presenta un diseño de geometrico que aporta personalidad.,top
143,5,croptop de lana blanco,croptop,blanco,geometrico,lana,2,Una croptop de lana color blanco. Su tejido es acogedor. Presenta un diseño de geometrico que aporta personalidad.,top
144,5,croptop de tweed gris,croptop,gris,letras,tweed,1,Esta croptop de tweed gris combina estilo y comodidad. Su tejido es británico. Presenta un diseño de letras que aporta personalidad.,top
145,5,jeans_rectos de sintetico gris,jeans_rectos,gris,letras,sintetico,2,Una jeans_rectos de sintetico color gris. Su tejido es económico. Presenta un diseño de letras que aporta personalidad.,bottom
146,5,sneakers_chunky de poliester verde,sneakers_chunky,verde,liso,poliester,2,"Prenda de poliester en tono verde, perfecta para realzar tu look. Su tejido es práctico.",shoes
147,6,top_liso de lana gris,top_liso,gris,liso,lana,2,Esta top_liso de lana gris combina estilo y comodidad. Su tejido es acogedor.,top
148,6,blazer_negro de cuero beige,blazer_negro,beige,liso,cuero,5,Esta blazer_negro de cuero beige combina estilo y comodidad. Su tejido es elegante.,top
149,6,blazer_negro de poliester negro,blazer_negro,negro,liso,poliester,4,Una blazer_negro de poliester color negro. Su tejido es práctico.,top
150,6,blazer_negro de sintetico beige,blazer_negro,beige,liso,sintetico,5,Una blazer_negro de sintetico color beige. Su tejido es versátil.,top
151,6,pantalones_sastre de seda verde,pantalones_sastre,verde,liso,seda,4,"Prenda de seda en tono verde, perfecta para realzar tu look. Su tejido es fina.",bottom
152,6,blazer_negro de sintetico azul_marino,blazer_negro,azul_marino,liso,sintetico,5,"Prenda de sintetico en tono azul_marino, perfecta para realzar tu look. Su tejido es versátil.",top
153,6,sandalias_cuadradas de poliester azul,sandalias_cuadradas,azul,liso,poliester,4,Una sandalias_cuadradas de poliester color azul. Su tejido es moderno.,shoes
154,6,pantalones_sastre de tweed negro,pantalones_sastre,negro,liso,tweed,4,"Prenda de tweed en tono negro, perfecta para realzar tu look. Su tejido es texturizado.",bottom
155,6,top_liso de tweed blanco,top_liso,blanco,liso,tweed,2,Una top_liso de tweed color blanco. Su tejido es británico.,top
156,6,top_liso de lana blanco,top_liso,blanco,liso,lana,2,Esta top_liso de lana blanco combina estilo y comodidad. Su tejido es cálido.,top
157,6,pantalones_sastre de lino verde,pantalones_sastre,verde,liso,lino,4,Una pantalones_sastre de lino color verde. Su tejido es ligero.,bottom
158,6,blazer_negro de poliester gris,blazer_negro,gris,liso,poliester,5,"Prenda de poliester en tono gris, perfecta para realzar tu look. Su tejido es moderno.",top
159,6,top_liso de jean blanco,top_liso,blanco,liso,jean,3,Una top_liso de jean color blanco. Su tejido es resistente.,top
160,6,blazer_negro de sintetico violeta,blazer_negro,violeta,liso,sintetico,5,Esta blazer_negro de sintetico violeta combina estilo y comodidad. Su tejido es versátil.,top
161,6,top_liso de seda gris,top_liso,gris,liso,seda,3,Esta top_liso de seda gris combina estilo y comodidad. Su tejido es brillante.,top
162,6,top_liso de lino gris,top_liso,gris,liso,lino,3,Esta top_liso de lino gris combina estilo y comodidad. Su tejido es fresco.,top
163,6,sandalias_cuadradas de terciopelo gris,sandalias_cuadradas,gris,liso,terciopelo,3,Esta sandalias_cuadradas de terciopelo gris combina estilo y comodidad. Su tejido es elegante.,shoes
164,6,top_liso de seda verde,top_liso,verde,liso,seda,1,Una top_liso de seda color verde. Su tejido es brillante.,top
165,6,pantalones_sastre de lana negro,pantalones_sastre,negro,liso,lana,4,"Prenda de lana en tono negro, perfecta para realzar tu look. Su tejido es acogedor.",bottom
166,6,blazer_negro de lino violeta,blazer_negro,violeta,liso,lino,5,Esta blazer_negro de lino violeta combina estilo y comodidad. Su tejido es fresco.,top
167,6,top_liso de tweed turquesa,top_liso,turquesa,liso,tweed,2,"Prenda de tweed en tono turquesa, perfecta para realzar tu look. Su tejido es británico.",top
168,6,top_liso de jean blanco,top_liso,blanco,liso,jean,2,Esta top_liso de jean blanco combina estilo y comodidad. Su tejido es resistente.,top
169,6,pantalones_sastre de jean mostaza,pantalones_sastre,mostaza,liso,jean,3,Esta pantalones_sastre de jean mostaza combina estilo y comodidad. Su tejido es resistente.,bottom
